,news_source,is_title,text,topic,date,link,medium,labels
1887,Daily Mail,0,"And in June 6 last year, sisters Nicole Smallman, 27, and Bibaa Henry, 46, were stabbed to death in a Wembley park in a random attack by 19-year-old Danyal Hussein, who believed he was acting on the orders of a demon.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0
7522,Daily Mail,0,Decisions on New Year's Eve and upcoming sporting events will be made after this Christmas period.,corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,0
195,Daily Mail,0,She told Sky News: 'If the virus continues to spread then we will take stronger measures because at the end of the day our objective is to save lives and to keep people safe.',corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,1
3778,Daily Mail,0,"Variants of Sars-Cov-2 have also been observed in other countries, such as Spain.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
4946,Daily Mail,0,"In an interview with the BBC, he says: 'We are all truly devastated.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
5442,Daily Mail,0,Global share prices ticked up in response to the news that Trump had signed the stimulus plan and backed away from a government spending crisis.,corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,0
6095,BBC News,0,"""I'm healthy!",corona,2021-03-03T00:24:31+0000,https://www.bbc.com/news/world-europe-56250456,article,1
2454,Daily Mail,0,"If Trump had not signed the legislation, then a partial government shutdown would have begun on Tuesday that would have put millions of government workers' incomes at risk.",corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,1
2346,Daily Mail,0,She's like a mom to everyone.',crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,1
4793,Daily Mail,0,It is the combination of some of these changes which scientists believe could make it more infectious.,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,1
5298,Daily Mail,0,"The trial heard Arthur was found to have the equivalent of six teaspoons of salt in his blood, leading to hospital readings which were 'off the scale'.",crime,2021-12-06T07:56:33+0000,https://www.dailymail.co.uk/news/article-10279255/Arthur-Labinjo-Hughes-stepmother-Emma-Tustin-poisoned-SALT-prison.html?ito=social-facebook,article,0
6657,Sky News,0,"""It would seem logical that it could be but you know, there are many causes of immunosuppression - not only people living with HIV who aren't on treatment.",corona,2021-11-29T09:04:00+0000,https://news.sky.com/story/covid-19-emergence-of-omicron-variant-could-be-down-to-reservoirs-of-virus-in-the-unvaccinated-and-immunosuppressed-12481188,article,1
6487,Daily Mail,1,"'It's unrealistic': Former FDA chief says target of vaccinating 20 million by the end of 2020 will be missed after just two million are given the shot - as cases top 19 million with 118,000 in hospital",corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,0
3397,Sky News,0,"The board considered more than 1,1000 pages of information, together with victim statements.",crime,2021-06-25T18:43:00+0000,https://news.sky.com/story/colin-pitchfork-ministry-of-justice-to-challenge-parole-board-decision-allowing-release-of-child-killer-12341874,article,0
7526,Sky News,0,"He told the newspaper that Boris Johnson, who has treated each stage of the roadmap as irreversible, may end up being ""extremely reluctant"" to reverse the end of lockdown measures on 21 June if infection rates and hospital admissions get worse ""because that would be a big U-turn, an embarrassing climbdown"".",corona,2021-05-29T13:42:00+0000,https://news.sky.com/story/covid-19-things-could-get-bad-very-very-quickly-calls-for-caution-as-doubts-grow-over-ending-lockdown-12319638,article,1
5159,Sky News,0,"The Parole Board cleared Pitchfork as ""suitable for release"" following a hearing in March.",crime,2021-06-25T18:43:00+0000,https://news.sky.com/story/colin-pitchfork-ministry-of-justice-to-challenge-parole-board-decision-allowing-release-of-child-killer-12341874,article,0
6800,Sky News,0,"Nigeria also has very strong travel links with South Africa.""",corona,2021-12-06T22:52:00+0000,https://news.sky.com/story/covid-19-community-transmission-of-omicron-variant-across-several-regions-of-england-says-sajid-javid-12488521,article,0
1165,BBC News,0,"He reportedly returned to the home of his parents - who have disowned him - and was subsequently strangled by neighbours who found out he was there, an eyewitness told Kenya's Standard newspaper.",crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,0
4483,Sky News,0,"""The murder of Sarah Everard was profoundly shocking and I will ensure that the issues raised from this dreadful tragedy are fully investigated and the necessary lessons learned.""",crime,2021-11-22T16:53:00+0000,https://news.sky.com/story/sarah-everard-ex-solicitor-general-to-lead-inquiry-into-policing-failures-over-rape-and-murder-by-serving-officer-12475819,article,1
1993,Metro,0,"‘Why should women have to self-curfew because you can’t go out at dark to certain places like a country lane?,’ she said.",crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,1
5418,Daily Mail,0,"She said: 'The vaccine induces a strong, multiple response, immune response and therefore it is unlikely that this vaccine response is going to be completely gone.'",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,1
2437,BBC News,0,"The suspected gunman is aged 52, from nearby Diepenau, DPA news agency says.",crime,2021-06-17T15:20:32+0000,https://www.bbc.com/news/world-europe-57510812,article,0
3424,Metro,0,"In a statement, Derbyshire Police said: ‘Officers were called to reports that a 23-month-old boy had been found unresponsive in a paddling pool in Nottingham Road, Somercotes at around 1.30pm on June 2.",crime,2021-06-04T24:26:00+0000,https://metro.co.uk/2021/06/04/somercotes-toddler-dies-after-being-found-unresponsive-in-paddling-pool-14716019/?ito=facebook|social|metroukfacebook,article,0
6512,Daily Mail,0,He also pointed out that this was after only about 45 per cent of vaccines were shipped to states.,corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,0
3490,Daily Mail,0,'I suspect there's more than a million (more) who have been vaccinated.,corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,0
244,Metro,0,"The UK Government is mostly using Innova rapid tests as lateral flow tests, which showed they could correctly identify 99.68% of negative samples in trials.",corona,2021-03-26T13:06:00+0000,https://metro.co.uk/2021/03/26/fact-check-oranges-cant-test-positive-for-covid-14309984/,article,0
6045,Daily Mail,0,"However, the Compton, California native would go on to battle drug issues for the remainder of his career and after his final season in 1989.",crime,2020-12-31T16:53:08+0000,https://www.dailymail.co.uk/news/article-9102581/Former-Bears-star-Michael-Richardson-59-arrested-charged-second-degree-murder.html?ito=social-facebook,article,0
3491,Metro,0,"For more stories like this, check our news page.",crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,0
3572,Sky News,0,"Each country is assessed based on a range of factors, including what proportion of a population is vaccinated, rates of infection, emerging new variants, and access to reliable scientific data and genomic sequencing.",corona,2021-06-03T13:47:00+0000,https://news.sky.com/story/covid-19-holiday-hopes-and-fears-as-green-list-review-to-be-released-12323695,article,0
638,Daily Mail,0,"Her fiancé Brian Laundrie, 23, is the prime suspect but remains at large after he returned from their cross country road trip without her on Sept. 1.",crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,0
2254,Metro,0,There is also a huge problem of runaway girls who simply vanished and those cases are very worrying.’,crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,1
7223,Sky News,0,"Professor Schoub, the award-winning author of AIDS And HIV In Perspective who previously advised the World Health Organization (WHO) on several vaccine programmes, spoke to Sky News' Trevor Phillips On Sunday.",corona,2021-11-29T09:04:00+0000,https://news.sky.com/story/covid-19-emergence-of-omicron-variant-could-be-down-to-reservoirs-of-virus-in-the-unvaccinated-and-immunosuppressed-12481188,article,0
7335,Daily Mail,0,"Tim Loughton, a former children's minister, said the pandemic had put vulnerable children such as Arthur Labinjo-Hughes at greater risk.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
3648,Metro,0,She said: ‘With Delta being so transmissible we can’t rely on current levels of population immunity to either get cases down or protect the unvaccinated from infection.’,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0
6407,Daily Mail,0,"'It is a scandal that women don't feel safe on the streets,' she said.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
6726,Daily Mail,0,"Britain's Health Secretary, Sajid Javid, said: 'The booster jab was already important before we knew about this variant – but now, it could not be more important.'",corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,1
1639,BBC News,0,"At his first face-to-face meeting with President Biden in Cornwall on Thursday, Mr Johnson reasserted the UK government's position on the case.",crime,2021-06-10T21:24:48+0000,https://www.bbc.com/news/uk-england-northamptonshire-57436665,article,0
147,Daily Mail,0,The South African province where the Omicron COVID-19 variant was first detected has suffered a more than 300 percent increase in virus related hospitalizations this week.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
3287,Metro,0,Conservative mayoral candidate Shaun Bailey says bus shelters in the capital should all have cameras to deter people from sexual harassment or abuse and make women feel safer.,crime,2021-03-18T17:48:00+0000,https://metro.co.uk/2021/03/18/calls-for-cctv-in-all-london-bus-stops-after-sarah-everard-killing-14268093/?ito=facebook|social|metroukfacebook,article,0
4986,BBC News,0,"It raises questions about Kenya's judicial process - whose wheels often grind slow, and in this case, were completely broken, destroying the hopes for justice for families of the victims.",crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,1
